number,id,city,city-fa,country-sh,country,
20260,3385109,Vicosa,ویکونسا,BR,Brazil,
20261,3385122,Viana,ویانا,BR,Brazil,
20262,3385467,Varzea Alegre,ورزا الگره,BR,Brazil,
20263,3385980,Tucuma,توکوما,BR,Brazil,
20264,3386042,Trindade,Trindade,BR,Brazil,
20265,3386361,Timon,تیمون,BR,Brazil,
20266,3386372,Timbiras,تمبیراس,BR,Brazil,
20267,3386567,Sao Joao dos Inhamuns,"سائو سائو ""کارهای زیادی انجام بده""",BR,Brazil,
20268,3387266,Solanea,Solanea,BR,Brazil,
20269,3387604,Sirinhaem,سيرحيم,BR,Brazil,
20270,3387786,Serra Talhada,سرا را تلماچ ادا شد,BR,Brazil,
20271,3388318,Sao Mateus do Maranhao,سائو مائوس و مارانئو,BR,Brazil,
20272,3388368,Sao Luis,سئو لویی,BR,Brazil,
20273,3388714,Sao Goncalo do Amarante,سائو گونکالو انجام Amarante,BR,Brazil,
20274,3388868,Sao Domingos do Maranhao,"سائو سائو ""،"" مارانئو ""رو انجام بده""",BR,Brazil,
20275,3389358,Santa Quiteria do Maranhao,سانتا کوتريا ، مارانئو رو انجام بده,BR,Brazil,
20276,3389384,Santana do Ipanema,سانتانا ايپانما را انجام بده,BR,Brazil,
20277,3389557,Santa Luzia,سانتا لوزیا,BR,Brazil,
20278,3391360,Santana,سانتانا,BR,Brazil,
20279,3391571,Pombal,پامپبال,BR,Brazil,
20280,3391991,Piracuruca,پیراکوروکا,BR,Brazil,
20281,3392243,Jatoba,جاتوبا,BR,Brazil,
20282,3392251,Pesqueira,پسکیرا,BR,Brazil,
20283,3392368,Penalva,پنالوا,BR,Brazil,
20284,3392629,Pedra Branca,پدرا بریامانکا,BR,Brazil,
20285,3392734,Paulo Afonso,پائولو افونسو,BR,Brazil,
20286,3393091,Paraipaba,پارایپابا,BR,Brazil,
20287,3393115,Paracuru,پاراکورو,BR,Brazil,
20288,3394023,Natal,ناتال,BR,Brazil,
20289,3394682,Mossoro,موسورو,BR,Brazil,
20290,3395077,Matriz de Camaragibe,ماتریز د کاماراگیبه,BR,Brazil,
20291,3395998,Macau,ماکائو,BR,Brazil,
20292,3396048,Macaiba,مک البا,BR,Brazil,
20293,3396496,Lajedo,لاجدو,BR,Brazil,
20294,3396769,Lagoa do Itaenga,لاگوا دو ایتانگا,BR,Brazil,
20295,3397315,Joao Camara,جائو کامرا,BR,Brazil,
20296,3397838,Jaboatao,یابویائو,BR,Brazil,
20297,3398076,Ipueiras,ایپوئیراس,BR,Brazil,
20298,3398115,Ipojuca,ایپوجوکا,BR,Brazil,
20299,3398856,Grajau,گراجو,BR,Brazil,
20300,3398920,Gloria do Goita,گلوریا دو گویتا,BR,Brazil,
20301,3399058,Garanhuns,گارانيها,BR,Brazil,
20302,3399415,Fortaleza,فورتالزا,BR,Brazil,
20303,3399518,Floresta,فلورستان,BR,Brazil,
20304,3400617,Estreito,استریتو,BR,Brazil,
20305,3401106,Demerval Lobao,دمروال لوبائو,BR,Brazil,
20306,3401148,Cururupu,کوروروپو,BR,Brazil,
20307,3401545,Crato,کراتو,BR,Brazil,
20308,3402229,Chapadinha,چاکادينها,BR,Brazil,
20309,3402429,Caucaia,Caucaia,BR,Brazil,
20310,3403208,Capanema,کاپانما,BR,Brazil,
20311,3403611,Campo Alegre,كمپو الگره,BR,Brazil,
20312,3404545,Cabo,کابو,BR,Brazil,
20313,3404722,Buriti Bravo,برتي براوو,BR,Brazil,
20314,3405738,Bezerros,بزروس,BR,Brazil,
20315,3405812,Belo Jardim,بلو ژاردیم,BR,Brazil,
20316,3405863,Belem,بلم,BR,Brazil,
20317,3405870,Belem,بلم,BR,Brazil,
20318,3406196,Barreirinhas,باریرینها,BR,Brazil,
20319,3406429,Barcarena,بارکارينا,BR,Brazil,
20320,3406996,Atalaia,اتاليا,BR,Brazil,
20321,3407216,Arcoverde,Arcoverde,BR,Brazil,
20322,3407243,Araripina,اراریپینا,BR,Brazil,
20323,3407357,Araguaina,ننا ننا,BR,Brazil,
20324,3407407,Aquiraz,اينکوباز,BR,Brazil,
20325,3407758,Amaraji,اماساجي,BR,Brazil,
20326,3407980,Alenquer,النكر,BR,Brazil,
20327,3408100,Alagoa Grande,الموت گرانده,BR,Brazil,
20328,3408166,Aguas Belas,اگواس بلاس,BR,Brazil,
20329,3408424,Abaetetuba,اسباتوبا,BR,Brazil,
20330,3444924,Vitoria,ویتوریا,BR,Brazil,
20331,3445026,Vila Velha,ویلا ولها,BR,Brazil,
20332,3445307,Vera Cruz,ورا کروز,BR,Brazil,
20333,3445418,Vazante,وازانته,BR,Brazil,
20334,3445596,Valenca,والنکا,BR,Brazil,
20335,3445746,Uniao da Vitoria,یونیائو دا ویتوریا,BR,Brazil,
20336,3445993,Tubarao,توبايائو,BR,Brazil,
20337,3446606,Teresopolis,متروپليس,BR,Brazil,
20338,3446880,Tapes,نوارها,BR,Brazil,
20339,3447212,Suzano,سوزانو,BR,Brazil,
20340,3447259,Sumare,خلاصهComment,BR,Brazil,
20341,3447473,Sobradinho,سوبرادینیو,BR,Brazil,
20342,3447591,Silva Jardim,سیلوا ژاردیم,BR,Brazil,
20343,3447961,Saubara,سوارا,BR,Brazil,
20344,3448031,Sapucaia,ساپوکایا,BR,Brazil,
20345,3448219,Sao Sebastiao do Passe,"سائو سائو ""پاس بده""",BR,Brazil,
20346,3448221,Sao Sebastiao do Paraiso,سائو سائو هم همین کار را کرد,BR,Brazil,
20347,3448257,Sao Sebastiao,سائو سائو,BR,Brazil,
20348,3448453,Sao Miguel do Iguacu,سائو میگوئل دو ایگواکو,BR,Brazil,
20349,3448455,Sao Miguel do Araguaia,سو میگوئل ، اراگویایا ،,BR,Brazil,
20350,3448742,Sao Jose,سائو خوزه.,BR,Brazil,
20351,3448846,Sao Joao Nepomuceno,سائو سائو بائو,BR,Brazil,
20352,3448877,Sao Joao de Meriti,سائو سائو دِ مرسیا,BR,Brazil,
20353,3448879,Sao Joao del Rei,سائو سائو دل,BR,Brazil,
20354,3448902,Sao Joao da Boa Vista,سائو جوائو دا بوا ویستا,BR,Brazil,
20355,3448903,Sao Joao da Barra,سائو سائو موفق شد,BR,Brazil,
20356,3449112,Sao Francisco do Sul,سكو سانفرانسيسکو,BR,Brazil,
20357,3449195,Sao Fidelis,سائو فیدلیس,BR,Brazil,
20358,3449467,Santo Estevao,"""سانتو استيوو""",BR,Brazil,
20359,3449500,Santo Antonio do Monte,سانتو انتونیو.,BR,Brazil,
20360,3449529,Santo Antonio da Platina,سانتو انتونیو دا پلاتینا,BR,Brazil,
20361,3449701,Santo Andre,اندره به اندره گفت:,BR,Brazil,
20362,3449707,Santo Anastacio,سانتلا اناستاسیو,BR,Brazil,
20363,3450157,Santaluz,سانتالوز,BR,Brazil,
20364,3450188,Santa Isabel,سانتا ایزابل,BR,Brazil,
20365,3450376,Santa Cecilia,سانتا سسیلیا,BR,Brazil,
20366,3450554,Salvador,سالوادور,BR,Brazil,
20367,3450563,Salto de Pirapora,سالتو دو پیراپورا,BR,Brazil,
20368,3450671,Salinas,سالیناس,BR,Brazil,
20369,3450832,Ruy Barbosa,راستي باربوسا,BR,Brazil,
20370,3450963,Rolante,روته ته,BR,Brazil,
20371,3451124,Rio Negrinho,ریو نگریهو,BR,Brazil,
20372,3451134,Rio Grande da Serra,ریو گرانده سرا,BR,Brazil,
20373,3451138,Rio Grande,ریو گراند,BR,Brazil,
20374,3451205,Rio das Ostras,ریو داس اوسترا,BR,Brazil,
20375,3451329,Ribeirao Pires,تصویردانه ‌ های ریبئورا,BR,Brazil,
20376,3451353,Ribeirao das Neves,Ribeirao das Neves,BR,Brazil,
20377,3451357,Ribeirao da Ilha,ریبیرائو دا ایلها,BR,Brazil,
20378,3453240,Pompeu,پامپي,BR,Brazil,
20379,3453245,Pomerode,پوماپاروا,BR,Brazil,
20380,3453420,Planaltina,پلانالتینا,BR,Brazil,
20381,3453439,Piui,پیوئی,BR,Brazil,
20382,3453659,Piracanjuba,پیرانانجوبا,BR,Brazil,
20383,3453926,Piedade,پیاداد,BR,Brazil,
20384,3454031,Petropolis,پتروپولیس,BR,Brazil,
20385,3454061,Peruibe,پرویبی,BR,Brazil,
20386,3455070,Paranagua,پاراگوئه ‌ ها,BR,Brazil,
20387,3455478,Palhoca,پالوکا,BR,Brazil,
20388,3455580,Padre Bernardo,پدر برناردو,BR,Brazil,
20389,3455689,Ouro Branco,اورورا براکو,BR,Brazil,
20390,3456240,Nossa Senhora da Gloria,نوسا سنهورا دا گلوریا,BR,Brazil,
20391,3456483,Muritiba,مورتيبا,BR,Brazil,
20392,3456873,Monte Alto,کنت التو,BR,Brazil,
20393,3457001,Mogi das Cruzes,Mogi das Cruzes,BR,Brazil,
20394,3457247,Mendes,مندس,BR,Brazil,
20395,3457360,Medeiros Neto,مدیروس نتو,BR,Brazil,
20396,3457393,Matozinhos,ماتوزینوس,BR,Brazil,
20397,3457528,Mata de Sao Joao,ماتمی دو سائو سائو,BR,Brazil,
20398,3457595,Martinopolis,مارتیناناپولیس,BR,Brazil,
20399,3457741,Marialva,ماریالوا,BR,Brazil,
20400,3457819,Marataizes,Marataizes,BR,Brazil,
20401,3457991,Mangaratiba,مانگاراتیبا,BR,Brazil,
20402,3458132,Mairinque,مایرینک,BR,Brazil,
20403,3458266,Macae,ماکا,BR,Brazil,
20404,3458397,Lucas,لوکاس,BR,Brazil,
20405,3458481,Livramento do Brumado,لیورامنتو دو برومادو,BR,Brazil,
20406,3458498,Linhares,پیوندهای ناگسستنی,BR,Brazil,
20407,3458645,Lencois Paulista,لکو پائلینه,BR,Brazil,
20408,3458662,Leme,لئوس,BR,Brazil,
20409,3458778,Laranjeiras,لارنجیراس,BR,Brazil,
20410,3458786,Laranjal Paulista,بزرگ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ شده,BR,Brazil,
20411,3458902,Lajinha,لاجینها,BR,Brazil,
20412,3459922,Jeremoabo,جرموابو,BR,Brazil,
20413,3459943,Jequie,جکی,BR,Brazil,
20414,3460005,Jau,جائو,BR,Brazil,
20415,3460542,Itororo,ایتورورو,BR,Brazil,
20416,3460730,Itapetinga,ایتپتینگا,BR,Brazil,
20417,3460752,Itapecerica,ایتاپسیکا,BR,Brazil,
20418,3460764,Itaparica,ایتاپاریکا,BR,Brazil,
20419,3460791,Itanhaem,ایتانهام,BR,Brazil,
20420,3460826,Itamaraju,ایتامارجو,BR,Brazil,
20421,3460845,Itajai,ایتاجای,BR,Brazil,
20422,3460899,Itaguai,ایاگوا,BR,Brazil,
20423,3461124,Ipira,ایپیرا,BR,Brazil,
20424,3461316,Indaial,Inديسي ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,BR,Brazil,
20425,3461408,Ilheus,ایلهوس,BR,Brazil,
20426,3461628,Ibaiti,ايباته,BR,Brazil,
20427,3461680,Herval,هروال,BR,Brazil,
20428,3461724,Gurupi,گورو پيپي,BR,Brazil,
20429,3461857,Guaratuba,گارناتوبا,BR,Brazil,
20430,3461859,Guaratingueta,گارانتوتا,BR,Brazil,
20431,3461888,Guarapari,گواراپاری,BR,Brazil,
20432,3461995,Guaira,گوایرا,BR,Brazil,
20433,3462601,Gandu,گاندو,BR,Brazil,
20434,3462980,Francisco Morato,سانفرانسیسکو موتو,BR,Brazil,
20435,3463030,Foz do Iguacu,فوز دو ایگواکو,BR,Brazil,
20436,3463174,Formiga,فورمگگا,BR,Brazil,
20437,3463237,Florianopolis,فلورياناپولوس,BR,Brazil,
20438,3463478,Feira de Santana,فرا دوسانتانا,BR,Brazil,
20439,3463762,Estrela,استرلا,BR,Brazil,
20440,3464274,Encantado,انکاندو,BR,Brazil,
20441,3464579,Dois Vizinhos,Dois Vizinhos,BR,Brazil,
20442,3464975,Curitiba,کوریتیبا,BR,Brazil,
20443,3465284,Cotia,کوتسنيا,BR,Brazil,
20444,3465671,Congonhas,کنگوناس,BR,Brazil,
20445,3465731,Conchal,پیکربندی Constellation name (optional,BR,Brazil,
20446,3465758,Conceicao do Jacuipe,جکويائو جيکوپ,BR,Brazil,
20447,3465767,Conceicao da Feira,Conceicao da Feira,BR,Brazil,
20448,3465769,Conceicao da Barra,Constellation name (optional,BR,Brazil,
20449,3466481,Celso Ramos,سلسو راموس,BR,Brazil,
20450,3466902,Carmo do Paranaiba,کارمودو پارانبا,BR,Brazil,
20451,3466903,Carmo do Cajuru,کارمو دو کاجورو,BR,Brazil,
20452,3466998,Carapicuiba,کارپسیبا,BR,Brazil,
20453,3467026,Carandai,کارگرا,BR,Brazil,
20454,3467081,Caraguatatuba,کارتاتوتوبا,BR,Brazil,
20455,3467530,Canela,کانلا,BR,Brazil,
20456,3467673,Campo Verde,کمپو ورده,BR,Brazil,
20457,3467684,Campos do Jordao,کامپوس و جودامو,BR,Brazil,
20458,3467687,Campos Belos,& کمپوس ‌ ها ‌,BR,Brazil,
20459,3467717,Campo Mourao,كمپو مورائو,BR,Brazil,
20460,3467760,Campo Formoso,کمپو فرموزو,BR,Brazil,
20461,3467796,Campo Belo,منطقه بلکو,BR,Brazil,
20462,3467985,Cambara,کامبارا,BR,Brazil,
20463,3468014,Camaqua,کاماکوا,BR,Brazil,
20464,3468023,Camanducaia,کاماندوکایا,BR,Brazil,
20465,3468031,Camacari,کاماکاری,BR,Brazil,
20466,3468157,Cajati,کاجاتی,BR,Brazil,
20467,3468158,Cajamar,کاجامار,BR,Brazil,
20468,3468535,Cachoeira,کچوئرا,BR,Brazil,
20469,3468894,Brumadinho,برومودینو,BR,Brazil,
20470,3469092,Braganca Paulista,براگانکا پائولیستا,BR,Brazil,
20471,3470177,Bela Vista,ویستا ویستا,BR,Brazil,
20472,3470264,Bebedouro,ببدورو,BR,Brazil,
20473,3470341,Bastos,باستوس,BR,Brazil,
20474,3470470,Barreiro do Jaiba,بارنارو ، جاییبا,BR,Brazil,
20475,3470597,Barra Velha,بارا ولها,BR,Brazil,
20476,3470730,Barra de Sao Francisco,بارا دو سائوفرانسیسکو,BR,Brazil,
20477,3471061,Baixo Guandu,باکسیو گوو,BR,Brazil,
20478,3471335,Atibaia,اتیبایا,BR,Brazil,
20479,3471927,Apiai,اپیایی,BR,Brazil,
20480,3472048,Antonina,انت,BR,Brazil,
20481,3472138,Anicuns,Anicuns,BR,Brazil,
20482,3472609,Alem Paraiba,الکسی پاربابا,BR,Brazil,
20483,3473964,Guaiba,گوئیبا,BR,Brazil,
20484,3474574,Palmas,پالماس,BR,Brazil,
20485,3664207,Fonte Boa,فونته بوا,BR,Brazil,
20486,3664321,Eirunepe,ایرونپه,BR,Brazil,
20487,3664659,Carauari,کاراري,BR,Brazil,
20488,3665202,Aripuana,ارگوانا,BR,Brazil,
20489,3924877,Posto Fiscal Rolim de Moura,Posto Fiscal Rolim de Moura,BR,Brazil,
20490,3924948,Ouro Preto do Oeste,اورو پرتو دو اوسته,BR,Brazil,
20491,3925212,Cacoal,کوکورال,BR,Brazil,
20492,6316406,Aparecida de Goiania,اپارسیدا دی گویانیا,BR,Brazil,
20493,6316729,Campinas,کمپیناس,BR,Brazil,
20494,6317344,Jaboatao dos Guararapes,جابواتائو دوس گواراراپس,BR,Brazil,
20495,6317464,Lauro de Freitas,لائورو د فریتاس,BR,Brazil,
20496,6317953,Pinhais,پينداريها,BR,Brazil,
20497,6318165,Rio Preto da Eva,ریو پیش ‌ ریو ، ایوا,BR,Brazil,
20498,6318694,Simoes Filho,پالایه ‌ های سیمو,BR,Brazil,
20499,6693804,Cambebba,کام با ابا,BR,Brazil,
20500,7732959,Disney,دیزنی,BR,Brazil,
20501,7874479,Trindade,Trindade,BR,Brazil,
20502,7874492,Freguesia do Ribeirao da Ilha,Freguesia do Ribeirao da Ilha,BR,Brazil,
20503,3571971,Lucaya,لوکاايا,BS,The Bahamas,
20504,1252416,Thimphu,تیمفو,BT,Bhutan,
20505,933018,Thamaga,تاماگا,BW,Botswana,
20506,933141,Ramotswa,راموتسوا,BW,Botswana,
20507,933271,Mosopa,مسلمان,BW,Botswana,
20508,933305,Molepolole,مولپول,BW,Botswana,
20509,933331,Mogoditshane,موگودیتشان,BW,Botswana,
20510,933471,Mahalapye,مهالاپی,BW,Botswana,
20511,933521,Lobatse,لوباتسه,BW,Botswana,
20512,933535,Letlhakane,لاکوهاکو,BW,Botswana,
20513,933685,Kanye,کانی,BW,Botswana,
20514,933719,Janeng,جاننگ,BW,Botswana,
20515,622428,Salihorsk,صالحورسک,BY,Belarus,
20516,622794,Rechytsa,ریچیتسا,BY,Belarus,
20517,624400,Novoye Medvezhino,نوووي مزينو,BY,Belarus,
20518,625818,Luninyets,Luninyets,BY,Belarus,
20519,627083,Kalodzishchy,کالودزیشچی,BY,Belarus,
20520,627145,Kobryn,کوبرین,BY,Belarus,
20521,627904,Hrodna,دي ان اي دي ان اي,BY,Belarus,
20522,629454,Byaroza,بیاروزا,BY,Belarus,
20523,8020218,Malinovka,مالاکوکا,BY,Belarus,
20524,3581194,San Ignacio,سان ایگناسیو,BZ,Belize,
20525,3581514,Orange Walk,Orange Walk,BZ,Belize,
20526,3582677,Belize City,شهر بليز,BZ,Belize,
20527,5881791,Abbotsford,Abbotsford,CA,Canada,
20528,5897885,Belleville,بلویل,CA,Canada,
20529,5907180,Bradford West Gwillimbury,بردفورد غربی,CA,Canada,
20530,5907983,Brant,برانت,CA,Canada,
20531,5909629,Brossard,بروسارد,CA,Canada,
20532,5911592,Burlington,برلینگتون,CA,Canada,
20533,5919566,Chambly,چمبر,CA,Canada,
20534,5921357,Chilliwack,Chilliwack,CA,Canada,
20535,5926511,Conception Bay South,مفهوم خلیج جنوبی,CA,Canada,
20536,5927689,Coquitlam,کوکیتلام,CA,Canada,
20537,5928488,Cote-Saint-Luc,کوت-سن-لوک,CA,Canada,
20538,5939219,Dieppe,دیپه,CA,Canada,
20539,5950267,Etobicoke,اتوبیکوک,CA,Canada,
20540,5957776,Fredericton,فردریکا,CA,Canada,
20541,5959974,Gatineau,گاتینو,CA,Canada,
20542,5964215,Granby,گرانبی,CA,Canada,
20543,5969093,Haldimand County,شهرستان هالدیمند,CA,Canada,
20544,5987650,Joliette,ژولیت,CA,Canada,
20545,5989818,Kawartha Lakes,دریاچه های کوارتا,CA,Canada,
20546,5992996,Kitchener,اشپزخانه,CA,Canada,
20547,6049388,Langford,لنگفورد,CA,Canada,
20548,6049430,Langley,لنگلی,CA,Canada,
20549,6050610,Laval,لاوال,CA,Canada,
20550,6065686,Maple Ridge,Maple Ridge,CA,Canada,
20551,6067494,Mascouche,ماکومچي,CA,Canada,
20552,6075293,Mission,ماموریت,CA,Canada,
20553,6075357,Mississauga,میسیساگا,CA,Canada,
20554,6077340,Mont-Saint-Hilaire,مون مون هیلد,CA,Canada,
20555,6087844,New Westminster,وست مینستر جدید,CA,Canada,
20556,6087892,Niagara Falls,ابشار نیاگارا,CA,Canada,
20557,6089125,Norfolk County,شهرستان نورفولک,CA,Canada,
20558,6089661,North Cowichan,کارولینای شمالیnorth _ korea. kgm,CA,Canada,
20559,6094201,Orangeville,اورانگویل,CA,Canada,
20560,6104111,Pickering,چیدن,CA,Canada,
20561,6105815,Pitt Meadows,پیت میدوز,CA,Canada,
20562,6111962,Port Moody,بندر مودی,CA,Canada,
20563,6113355,Prince Edward,شاهزاده ادوارد,CA,Canada,
20564,6115355,Quinte West,کوئينتوس وست,CA,Canada,
20565,6137489,Saint-Basile-le-Grand,Saint-Basile-le-Grand,CA,Canada,
20566,6137781,Sainte-Catherine,سنت-کاترین,CA,Canada,
20567,6137941,Sainte-Julie,سنت ژولی,CA,Canada,
20568,6138599,Saint-Lambert,سن لمبرت,CA,Canada,
20569,6138617,Saint-Lazare,سنت لازار,CA,Canada,
20570,6139416,Salmon Arm,بازوی ماهی قزل الا,CA,Canada,
20571,6141439,Sault Ste. Marie,سوات سوته ماری!,CA,Canada,
20572,6151352,Sorel-Tracy,سورل-تریسی,CA,Canada,
20573,6167865,Toronto,تورنتو,CA,Canada,
20574,6169587,Truro,تروورو,CA,Canada,
20575,6173570,Vaudreuil-Dorion,وودرویل-دوریون,CA,Canada,
20576,6173577,Vaughan,واگن,CA,Canada,
20577,6182962,Windsor,ویندزور,CA,Canada,
20578,6183235,Winnipeg,وینیپگ,CA,Canada,
20579,6324729,Halifax,هالیفاکس,CA,Canada,
20580,6324733,St. Johns,جان جان,CA,Canada,
20581,6354908,Sydney,سیدنی,CA,Canada,
20582,7280414,Cole Harbour,کول هاربيب,CA,Canada,
20583,7281931,Okanagan,اوکاناگان,CA,Canada,
20584,203717,Yangambi,یانگامبی,CD,Democratic Republic of the Congo,
20585,204283,Watsa,واتسا,CD,Democratic Republic of the Congo,
20586,204318,Wamba,وامبا,CD,Democratic Republic of the Congo,
20587,204405,Uvira,اوویرا,CD,Democratic Republic of the Congo,
20588,205970,Sake,منظور,CD,Democratic Republic of the Congo,
20589,207570,Mwene-Ditu,مونه دیتو,CD,Democratic Republic of the Congo,
20590,207596,Mweka,ماويکا,CD,Democratic Republic of the Congo,
20591,210379,Lusambo,لوسامبو,CD,Democratic Republic of the Congo,
20592,210939,Luebo,لوبو!,CD,Democratic Republic of the Congo,
20593,211098,Lubao,لوبائو,CD,Democratic Republic of the Congo,
20594,212730,Kisangani,کیسانگانی,CD,Democratic Republic of the Congo,
20595,212902,Kindu,کیندو,CD,Democratic Republic of the Congo,
20596,213940,Kasongo,کاسونگو,CD,Democratic Republic of the Congo,
20597,214481,Kananga,کانانگا,CD,Democratic Republic of the Congo,
20598,214575,Kampene,کامپنه,CD,Democratic Republic of the Congo,
20599,214614,Kamina,کامینا,CD,Democratic Republic of the Congo,
20600,215527,Kabinda,بلايندا,CD,Democratic Republic of the Congo,
20601,215605,Kabare,کاباره,CD,Democratic Republic of the Congo,
20602,215668,Kabalo,کابالو,CD,Democratic Republic of the Congo,
20603,216449,Gandajika,گاندي گانزا,CD,Democratic Republic of the Congo,
20604,217389,Demba,دمبا,CD,Democratic Republic of the Congo,
20605,217637,Businga,بونگنگ,CD,Democratic Republic of the Congo,
20606,217745,Bumba,بومبا,CD,Democratic Republic of the Congo,
20607,217834,Bukama,بوکاما,CD,Democratic Republic of the Congo,
20608,218253,Bondo,باندو,CD,Democratic Republic of the Congo,
20609,218680,Boende,بونده,CD,Democratic Republic of the Congo,
20610,219057,Beni,بنی,CD,Democratic Republic of the Congo,
20611,219414,Basoko,باتوکو,CD,Democratic Republic of the Congo,
20612,220448,Aketi,اکيتي,CD,Democratic Republic of the Congo,
20613,922806,Kipushi,کیپشی,CD,Democratic Republic of the Congo,
20614,923058,Kambove,کامبوو,CD,Democratic Republic of the Congo,
20615,2311127,Tshela,تسلا,CD,Democratic Republic of the Congo,
20616,2311968,Nioki,نیوکی,CD,Democratic Republic of the Congo,
20617,2312249,Mushie,موشی,CD,Democratic Republic of the Congo,
20618,2312888,Mbanza-Ngungu,مبانزا-ناگو,CD,Democratic Republic of the Congo,
20619,2312895,Mbandaka,Mbandaka,CD,Democratic Republic of the Congo,
20620,2313084,Mangai,مانگایی,CD,Democratic Republic of the Congo,
20621,2313762,Libenge,ازاد کردن,CD,Democratic Republic of the Congo,
20622,2315057,Kasangulu,کاتازو,CD,Democratic Republic of the Congo,
20623,2316259,Bulungu,بالونگو,CD,Democratic Republic of the Congo,
20624,2316748,Bolobo,بولوبو,CD,Democratic Republic of the Congo,
20625,2593460,Masina,مسننا,CD,Democratic Republic of the Congo,
20626,237478,Mobaye,موموبرگ,CF,Central African Republic,
20627,238566,Ippy,خوشحالم,CF,Central African Republic,
20628,239899,Bria,بریا,CF,Central African Republic,
20629,240498,Bangassou,بنگلادشی,CF,Central African Republic,
20630,240604,Bambari,بامباری,CF,Central African Republic,
20631,2383119,Sibut,سیبوت,CF,Central African Republic,
20632,2383523,Paoua,پائوا,CF,Central African Republic,
20633,2383827,Nola,نولا,CF,Central African Republic,
20634,2384770,Mbaiki,امبائیکی,CF,Central African Republic,
20635,2386012,Kaga Bandoro,کاگا بندورو,CF,Central African Republic,
20636,2387435,Damara,لعنت به تو,CF,Central African Republic,
20637,2387495,Carnot,کارنو,CF,Central African Republic,
20638,2387546,Bozoum,بوزوم,CF,Central African Republic,
20639,2387926,Bouar,بوار,CF,Central African Republic,
20640,2388036,Bossangoa,بوسان گوسان,CF,Central African Republic,
20641,2388614,Boda,کودا,CF,Central African Republic,
20642,2388873,Bimbo,بامبو,CF,Central African Republic,
20643,2389086,Berberati,بربرهانی,CF,Central African Republic,
20644,2389691,Batangafo,باتوفيو,CF,Central African Republic,
20645,2389853,Bangui,بانگی,CF,Central African Republic,
20646,2255542,Owando,اوواندو,CG,Republic of the Congo,
20647,2256895,Mossendjo,مسلمان,CG,Republic of the Congo,
20648,2257990,Madingou,مادینگو,CG,Republic of the Congo,
20649,2258261,Dolisie,دولیسی,CG,Republic of the Congo,
20650,2258378,Loandjili,لوژلی.,CG,Republic of the Congo,
20651,2259383,Kayes,کیس,CG,Republic of the Congo,
20652,2259655,Impfondo,ایمپفوندو,CG,Republic of the Congo,
20653,2658145,Vevey,واوی,CH,Switzerland,
20654,2658494,Steffisburg,اشتفان دنبرگ,CH,Switzerland,
20655,2658822,Sankt Gallen,سانکوی گالودین,CH,Switzerland,
20656,2659099,Rapperswil,رپرسویل,CH,Switzerland,
20657,2659297,Olten,فصل اول,CH,Switzerland,
20658,2659310,Zuerich (Kreis 11) / Oerlikon,زواریس (کرتیس ۱۱) / افریا,CH,Switzerland,
20659,2659496,Neuchatel,نوشاتل,CH,Switzerland,
20660,2659667,Meyrin,میرین,CH,Switzerland,
20661,2659811,Luzern,لوزرن,CH,Switzerland,
20662,2659836,Lugano,لوگانو,CH,Switzerland,
20663,2659977,Le Chatelard,شاچاکارد,CH,Switzerland,
20664,2659994,Lausanne,لوزان,CH,Switzerland,
20665,2660076,La Chaux-de-Fonds,La Chaux-de-Fonds,CH,Switzerland,
20666,2660119,Koniz,کونیز,CH,Switzerland,
20667,2660221,Jona,جونا,CH,Switzerland,
20668,2660305,Horgen,گور گون,CH,Switzerland,
20669,2660306,Zuerich (Kreis 10) / Hoengg,زواریس (کرگ ۱۰) / کرگ,CH,Switzerland,
20670,2660512,Grenchen,گريتچن,CH,Switzerland,
20671,2661015,Dietikon,ديتيکان,CH,Switzerland,
20672,2661169,Chur,چور,CH,Switzerland,
20673,2661513,Biel,بیل,CH,Switzerland,
20674,2661552,Bern,برن,CH,Switzerland,
20675,2661653,Baar,باير,CH,Switzerland,
20676,2661666,Aussersihl,اوسرسیل,CH,Switzerland,
20677,3206590,Riehen,ریهن,CH,Switzerland,
20678,6295475,Zuerich (Kreis 10) / Wipkingen,زواریس (کریپ ۱۰) / ویپکینگ,CH,Switzerland,
20679,6295484,Zuerich (Kreis 11) / Affoltern,زوریخ (Kreis 11) / افولترن,CH,Switzerland,
20680,6295495,Zuerich (Kreis 2) / Wollishofen,زواریس (کر دو) / وُلولیمه,CH,Switzerland,
20681,6295498,Zuerich (Kreis 3) / Sihlfeld,زواریس (کریست ۳) / سایلنلد,CH,Switzerland,
20682,6295504,Zuerich (Kreis 6) / Unterstrass,زواریس (کرانتن ۶) / انتورس,CH,Switzerland,
20683,6295512,Zuerich (Kreis 9) / Albisrieden,زواریس (کریس 9) / الایگدن,CH,Switzerland,
20684,6295513,Zuerich (Kreis 9) / Altstetten,زواریس (کرانتن ۹) / التمن,CH,Switzerland,
20685,6295520,Stadt Winterthur (Kreis 1),استید وینترتون (کرانت ۱),CH,Switzerland,
20686,6295523,Zuerich (Kreis 12),زواریس (کرکر ۱۲),CH,Switzerland,
20687,6295531,Seen (Kreis 3),دیده شده (Kreis 3),CH,Switzerland,
